Product Id,Description,Sum of Quantity,Sum of Total Cost Price,Sum of Total Selling Price,Profit Rupees,Profit %,Weekday/Weekend/Holiday
23227,FILIGREE HEART BUTTERFLY WHITE,394,25788.5314,27758.5314,1970,7.639054623,Weekend
23228,FILIGREE HEART BIRD WHITE,845,55139.6553,59364.6553,4225,7.66236201,Weekday
23228,FILIGREE HEART BIRD WHITE,415,29241.9383,31316.9383,2075,7.095972841,Weekend
23229,DONKEY TAIL GAME,36,6504.1308,6684.1308,180,2.767472019,Weekend
23229,VINTAGE DONKEY TAIL GAME,43,7788.5401,8003.5401,215,2.760465983,Holiday
23229,VINTAGE DONKEY TAIL GAME,910,171167.4956,175717.4956,4550,2.658214975,Weekday
23229,DONKEY TAIL GAME,18,3606.975,3696.975,90,2.495165617,Weekday
23229,VINTAGE DONKEY TAIL GAME,218,44377.3155,45467.3155,1090,2.456209862,Weekend
23230,WRAP ALPHABET DESIGN,275,4074.615,5449.615,1375,33.74551952,Holiday
23230,WRAP ALPHABET DESIGN,1701,28432.9834,36937.9834,8505,29.91244317,Weekend
23230,WRAP ALPHABET DESIGN,3275,57427.575,73802.575,16375.0000000001,28.51417633,Weekday
23231,WRAP DOILEY DESIGN,200,2724.36,3724.36,1000,36.70586853,Holiday
23231,WRAP DOILEY DESIGN,1728,31109.8752,39749.8752,8640,27.77253186,Weekday
23231,WRAP  VINTAGE DOILY,1099,19785.7366,25280.7366,5495,27.77253186,Weekday
23231,WRAP DOILEY DESIGN,825,14852.805,18977.805,4125,27.77253186,Weekend
23231,WRAP  VINTAGE DOILY,650,11702.21,14952.21,3250,27.77253186,Weekend
23231,WRAP  VINTAGE DOILEY,100,1800.34,2300.34,500,27.77253186,Weekday
23231,WRAP  VINTAGE DOILY,75,1350.255,1725.255,375,27.77253186,Holiday
23232,WRAP VINTAGE PETALS  DESIGN,700,11726.06,15226.06,3500,29.84804785,Weekend
23232,WRAP VINTAGE PETALS  DESIGN,1650,27952.97,36202.97,8250,29.51385846,Weekday
23232,WRAP VINTAGE LEAF DESIGN,2251,38773.0134,50028.0134,11255,29.02792178,Weekday
23232,WRAP VINTAGE LEAF DESIGN,1000,17346.16,22346.16,5000,28.82482348,Weekend
23232,WRAP VINTAGE LEAF DESIGN,100,1800.34,2300.34,500,27.77253186,Holiday
23232,WRAP VINTAGE PETALS  DESIGN,25,450.085,575.085,125,27.77253186,Holiday
23233,WRAP POPPIES  DESIGN,2500,43255.86,55755.86,12500,28.8978187,Weekday
23233,WRAP POPPIES  DESIGN,800,14402.72,18402.72,4000,27.77253186,Weekend
23233,WRAP POPPIES  DESIGN,25,450.085,575.085,125,27.77253186,Holiday
23234,BISCUIT TIN VINTAGE CHRISTMAS,223,34029.2659,35144.2659,1115,3.2765914,Weekend
23234,BISCUIT TIN VINTAGE CHRISTMAS,717,112331.8711,115916.8711,3585,3.191436201,Weekday
23234,BISCUIT TIN VINTAGE CHRISTMAS,8,1543.9484,1583.9484,40,2.590760158,Holiday
23235,BISCUIT TIN VINTAGE LEAF,12,1576.5276,1636.5276,60,3.805832514,Weekday
23235,STORAGE TIN VINTAGE LEAF,90,12592.9278,13042.9278,450,3.573434289,Weekend
23235,STORAGE TIN VINTAGE LEAF,430,60740.2002,62890.2002,2150,3.539665646,Weekday
23235,BISCUIT TIN VINTAGE LEAF,6,919.7118,949.7118,30,3.261891388,Weekend
23235,STORAGE TIN VINTAGE LEAF,6,919.7118,949.7118,30,3.261891388,Holiday
23236,DOILEY BISCUIT TIN,84,11824.3812,12244.3812,420,3.551982915,Weekday
23236,DOILEY STORAGE TIN,474,66824.2272,69194.2272,2370,3.546617895,Weekday
23236,DOILEY BISCUIT TIN,24,3678.8472,3798.8472,120,3.261891388,Weekend
23236,STORAGE TIN VINTAGE DOILY,178,27503.8634,28393.8634,890,3.235909032,Weekend
23236,STORAGE TIN VINTAGE DOILY,318,50075.6364,51665.6364,1590,3.175196791,Weekday
23236,DOILEY STORAGE TIN,73,11666.3259,12031.3259,365,3.128662812,Weekend
23236,STORAGE TIN VINTAGE DOILEY,7,1231.8301,1266.8301,35,2.841300923,Weekday
23236,STORAGE TIN VINTAGE DOILY,7,1231.8301,1266.8301,35,2.841300923,Holiday
23237,SET OF 4 KNICK KNACK TINS LEAVES,140,29784.982,30484.982,700,2.350177684,Weekday
23237,SET OF 4 KNICK KNACK TINS LEAF,462,99999.2646,102309.2646,2310,2.310016988,Weekday
23237,SET OF 4 KNICK KNACK TINS LEAF,131,28522.6221,29177.6221,655,2.29642281,Weekend
23237,SET OF 4 KNICK KNACK TINS LEAF,15,3268.7085,3343.7085,75,2.294484198,Holiday
23237,SET OF 4 KNICK KNACK TINS LEAVES,21,5121.7011,5226.7011,105,2.050100112,Weekend
23238,SET OF 4 KNICK KNACK TINS LONDON,18,4001.319,4091.319,90,2.249258307,Holiday
23238,SET OF 4 KNICK KNACK TINS LONDON,718,166600.1072,170190.1072,3590,2.154860558,Weekday
23238,SET OF 4 KNICK KNACK TINS LONDON,145,34931.9131,35656.9131,725,2.075466059,Weekend
23239,SET OF 4 KNICK KNACK TINS POPPIES,7,734.5185,769.5185,35,4.76502634,Holiday
23239,SET OF 4 KNICK KNACK TINS POPPIES,98,20979.84,21469.84,490,2.335575486,Weekend
23239,SET OF 4 KNICK KNACK TINS POPPIES,510,110788.8472,113338.8472,2550,2.301675723,Weekday
23240,SET OF 4 KNICK KNACK TINS DOILEY,697,144877.6191,148362.6191,3485,2.405478515,Weekday
23240,SET OF 4 KNICK KNACK TINS DOILY,7,1556.0685,1591.0685,35,2.249258307,Holiday
23240,SET OF 4 KNICK KNACK TINS  DOILEY,6,1333.773,1363.773,30,2.249258307,Weekday
23240,SET OF 4 KNICK KNACK TINS DOILY,697,154979.3979,158464.3979,3485,2.248685985,Weekday
23240,SET OF 4 KNICK KNACK TINS DOILEY,91,20433.7303,20888.7303,455,2.226710411,Weekend
23240,SET OF 4 KNICK KNACK TINS DOILY,212,49394.124,50454.124,1060,2.146004249,Weekend
23241,TREASURE TIN GYMKHANA DESIGN,4,435.6864,455.6864,20,4.590457724,Holiday
23241,TREASURE TIN GYMKHANA DESIGN,798,90658.5847,94648.5847,3990,4.401127608,Weekday
23241,TREASURE TIN GYMKHANA DESIGN,234,27689.9561,28859.9561,1170,4.225358812,Weekend
23242,TREASURE TIN BUFFALO BILL,783,83454.104,87369.104,3915,4.691201286,Weekday
23242,TREASURE TIN BUFFALO BILL,3,326.7648,341.7648,15,4.590457724,Holiday
23242,TREASURE TIN BUFFALO BILL,192,20981.9574,21941.9574,960,4.57535959,Weekend
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,769,191937.4851,195782.4851,3845,2.003256424,Weekday
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,12,3193.338,3253.338,60,1.878911659,Holiday
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,301,81786.4775,83291.4775,1505,1.8401575,Weekend
23244,ROUND STORAGE TIN VINTAGE LEAF,184,17360.0352,18280.0352,920,5.299528425,Weekend
23244,ROUND STORAGE TIN VINTAGE LEAF,585,55776.9383,58701.9383,2925,5.24410283,Weekday
23244,CANNISTER VINTAGE LEAF DESIGN,6,610.809,640.809,30,4.911518985,Weekend
23244,ROUND STORAGE TIN VINTAGE LEAF,6,610.809,640.809,30,4.911518985,Holiday
23245,SET OF 3 REGENCY CAKE TINS,9,2395.0035,2440.0035,45,1.878911659,Holiday
23245,SET OF 3 REGENCY CAKE TINS,356,100677.1436,102457.1436,1780,1.768027912,Weekend
23245,SET OF 3 REGENCY CAKE TINS,803,237087.4693,241102.4693,4015,1.693467821,Weekday
23247,BISCUIT TIN 50'S CHRISTMAS,416,64089.8278,66169.8278,2080,3.245444825,Weekend
23247,BISCUIT TIN 50'S CHRISTMAS,799,139831.02,143826.02,3995,2.857019852,Weekday
23247,BISCUIT TIN 50'S CHRISTMAS,9,1697.2337,1742.2337,45,2.651373232,Holiday
23249,ENAMEL DINNER PLATE PANTRY,12,1024.446,1084.446,60,5.856824079,Weekday
23249,VINTAGE RED ENAMEL TRIM PLATE,3,256.1115,271.1115,15,5.856824079,Holiday
23249,VINTAGE RED ENAMEL TRIM PLATE,280,23923.4572,25323.4572,1400,5.85199701,Weekend
23249,VINTAGE RED ENAMEL TRIM PLATE,379,33882.4071,35777.4071,1895,5.592873005,Weekday
23250,VINTAGE RED TRIM ENAMEL BOWL,393,24300.5012,26265.5012,1965,8.08625297,Weekend
23250,VINTAGE RED TRIM ENAMEL BOWL,43,2728.8875,2943.8875,215,7.878668505,Holiday
23250,ENAMEL BOWL PANTRY,24,1523.1,1643.1,120,7.878668505,Weekday
23250,VINTAGE RED TRIM ENAMEL BOWL,567,37971.3885,40806.3885,2835,7.466147834,Weekday
23251,VINTAGE RED ENAMEL TRIM MUG,829,51020.9871,55165.9871,4145,8.124107814,Weekday
23251,ENAMEL MUG PANTRY,12,761.55,821.55,60,7.878668505,Weekday
23251,VINTAGE RED ENAMEL TRIM MUG,394,25468.1269,27438.1269,1970,7.735158568,Weekend
23252,VINTAGE RED ENAMEL TRIM JUG,120,23446.7685,24046.7685,600,2.558988033,Weekend
23252,ENAMEL JUG PANTRY,8,1603.1,1643.1,40,2.495165617,Weekday
23252,VINTAGE RED ENAMEL TRIM JUG,2,400.775,410.775,10,2.495165617,Holiday
23252,VINTAGE RED ENAMEL TRIM JUG,322,64737.8303,66347.8303,1610,2.486953907,Weekday
23253,16 PIECE CUTLERY SET PANTRY DESIGN,90,69002.7416,69452.7416,450,0.652148001,Weekend
23253,16 PIECE CUTLERY SET PANTRY DESIGN,132,109088.126,109748.126,660,0.605015435,Weekday
23253,16 PC CUTLERY SET PANTRY DESIGN,4,3474.326,3494.326,20,0.57565122,Weekday
23253,16 PIECE CUTLERY SET PANTRY DESIGN,1,1818.2933,1823.2933,5,0.274983139,Holiday
23254,CHILDRENS CUTLERY DOLLY GIRL,466,97506.9468,99836.9468,2330,2.389573334,Weekend
23254,KIDS CUTLERY DOLLY GIRL,24,5335.092,5455.092,120,2.249258307,Weekday
23254,CHILDRENS CUTLERY DOLLY GIRL,14,3112.137,3182.137,70,2.249258307,Holiday
23254,KIDS CUTLERY DOLLY GIRL,12,2667.546,2727.546,60,2.249258307,Weekend
23254,CHILDRENS CUTLERY DOLLY GIRL,451,101615.7573,103870.7573,2255,2.219144019,Weekday
23255,CHILDRENS CUTLERY CIRCUS PARADE,252,52863.714,54123.714,1260,2.383487471,Weekend
23255,CHILDRENS CUTLERY CIRCUS PARADE,536,115778.7468,118458.7468,2680,2.314759897,Weekday
23255,CHILDRENS CUTLERY CIRCUS PARADE,11,2445.2505,2500.2505,55,2.249258307,Holiday
23256,CHILDRENS CUTLERY SPACEBOY,582,122396.0922,125306.0922,2910,2.377526886,Weekend
23256,KIDS CUTLERY SPACEBOY,28,6224.274,6364.274,140,2.249258307,Weekday
23256,CHILDRENS CUTLERY SPACEBOY,14,3112.137,3182.137,70,2.249258307,Holiday
23256,KIDS CUTLERY SPACEBOY,8,1778.364,1818.364,40,2.249258307,Weekend
23256,CHILDRENS CUTLERY SPACEBOY,610,137521.5866,140571.5866,3050,2.217833633,Weekday
23263,SET OF 3 WOODEN HEART DECORATIONS,48,3046.2,3286.2,240,7.878668505,Holiday
23263,SET OF 3 WOODEN HEART DECORATIONS,1169,77583.4025,83428.4025,5845,7.53382787,Weekday
23263,SET OF 3 WOODEN HEART DECORATIONS,485,34291.7126,36716.7126,2425,7.07167947,Weekend
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,48,3046.2,3286.2,240,7.878668505,Holiday
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,629,43766.0527,46911.0527,3145,7.185934774,Weekday
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,302,21336.2101,22846.2101,1510,7.077170655,Weekend
23265,SET OF 3 WOODEN TREE DECORATIONS,48,3046.2,3286.2,240,7.878668505,Holiday
23265,SET OF 3 WOODEN TREE DECORATIONS,604,41649.3166,44669.3166,3020,7.251019336,Weekday
23265,SET OF 3 WOODEN TREE DECORATIONS,232,16695.02,17855.02,1160,6.948179757,Weekend
23266,SET OF 3 WOODEN STOCKING DECORATION,48,3046.2,3286.2,240,7.878668505,Holiday
23266,SET OF 3 WOODEN STOCKING DECORATION,332,22246.0096,23906.0096,1660,7.462012423,Weekend
23266,SET OF 3 WOODEN STOCKING DECORATION,672,45688.7258,49048.7258,3360,7.354111854,Weekday
23267,SET OF 4 SANTA PLACE SETTINGS,24,1523.1,1643.1,120,7.878668505,Holiday
23267,SET OF 4 SANTA PLACE SETTINGS,345,22292.1927,24017.1927,1725,7.738135154,Weekend
23267,SET OF 4 SANTA PLACE SETTINGS,664,43089.3595,46409.3595,3320,7.704918427,Weekday
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,546,38115.8229,40845.8229,2730,7.1623798,Weekend
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,619,44116.74,47211.74,3095,7.015477572,Weekday
23269,SET OF 2 CERAMIC CHRISTMAS TREES,97,7459.9362,7944.9362,485,6.501396084,Weekend
23269,SET OF 2 CERAMIC CHRISTMAS TREES,433,34154.6301,36319.6301,2165,6.338818467,Weekday
23270,SET OF 2 CERAMIC PAINTED HEARTS,422,29300.595,31410.595,2110,7.201218951,Weekend
23270,SET OF 2 CERAMIC PAINTED HEARTS,544,39702.1035,42422.1035,2720,6.85102239,Weekday
23270,SET OF 2 CERAMIC PAINTED HEARTS,3,223.2495,238.2495,15,6.71894002,Holiday
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,16,647.3456,727.3456,80,12.35815923,Weekend
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,895,37595.4801,42070.4801,4475,11.90302661,Weekday
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,377,16068.0583,17953.0583,1885,11.73134902,Weekend
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,17,731.6207,816.6207,85,11.61804197,Holiday
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,36,1417.0932,1597.0932,180,12.70205799,Holiday
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,116,8867.825,9447.825,580,6.540498939,Weekend
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,182,15607.5366,16517.5366,910,5.830516521,Weekday
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,25,2134.2625,2259.2625,125,5.856824079,Holiday
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,196,17140.1068,18120.1068,980,5.717583977,Weekend
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,571,50639.4067,53494.4067,2855,5.637901757,Weekday
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,24,2048.892,2168.892,120,5.856824079,Holiday
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,650,57230.3202,60480.3202,3250,5.678807997,Weekday
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,162,14728.249,15538.249,810,5.499635428,Weekend
23275,SET OF 3 HANGING OWLS OLLIE BEAK,1488,90412.082,97852.082,7440,8.228988688,Weekday
23275,SET OF 3 HANGING OWLS OLLIE BEAK,27,1713.4875,1848.4875,135,7.878668505,Holiday
23275,SET OF 3 HANGING OWLS OLLIE BEAK,456,29734.1604,32014.1604,2280,7.667948142,Weekend
23280,FOLDING MIRROR HOT PINK,144,5247.7392,5967.7392,720,13.72019402,Weekday
23280,FOLDING BUTTERFLY MIRROR HOT PINK,532,20001.6352,22661.6352,2660,13.29891268,Weekend
23280,FOLDING BUTTERFLY MIRROR HOT PINK,38,1537.4458,1727.4458,190,12.35815923,Holiday
23280,FOLDING MIRROR HOT PINK,12,485.5092,545.5092,59.9999999999999,12.35815923,Weekend
23280,FOLDING BUTTERFLY MIRROR HOT PINK,757,30728.8632,34513.8632,3785,12.31740978,Weekday
23281,FOLDING BUTTERFLY MIRROR RED,563,21583.3919,24398.3919,2815,13.04243565,Weekday
23281,FOLDING MIRROR RED,6,242.7546,272.7546,30,12.35815923,Weekday
23281,FOLDING BUTTERFLY MIRROR RED,108,4815.9583,5355.9583,540,11.21272167,Weekend
23281,FOLDING BUTTERFLY MIRROR RED,1,129.7342,134.7342,5,3.854033863,Holiday
23282,FOLDING MIRROR IVORY,6,242.7546,272.7546,30,12.35815923,Weekday
23282,FOLDING BUTTERFLY MIRROR IVORY,279,13332.653,14727.653,1395,10.46303388,Weekend
23282,FOLDING BUTTERFLY MIRROR IVORY,322,15399.9189,17009.9189,1610,10.45460051,Weekday
23283,DOORMAT VINTAGE LEAF,10,3827.716,3877.716,50,1.306262011,Holiday
23283,DOORMAT VINTAGE LEAVES DESIGN,90,36108.975,36558.975,450,1.246227565,Weekday
23283,DOORMAT VINTAGE LEAVES DESIGN,44,18053.4628,18273.4628,220,1.218602782,Weekend
23283,DOORMAT VINTAGE LEAF,107,43974.9359,44509.9359,535,1.216602114,Weekend
23283,DOORMAT VINTAGE LEAF,150,71671.2756,72421.2756,750,1.04644433,Weekday
23284,DOORMAT KEEP CALM AND COME IN,1283,457556.4579,463971.4579,6415,1.402012777,Weekday
23284,DOORMAT KEEP CALM AND COME IN,237,103237.8389,104422.8389,1185,1.147834953,Weekend
23284,DOORMAT KEEP CALM AND COME IN,4,1787.41,1807.41,20,1.118937457,Holiday
23285,PINK VINTAGE SPOT BEAKER,201,9164.1459,10169.1459,1005,10.96665211,Weekend
23285,PINK VINTAGE SPOT BEAKER,2862,151852.3214,166162.3214,14310,9.423629397,Weekday
23285,PINK VINTAGE SPOT BEAKER,3,252.8253,267.8253,15,5.932950539,Holiday
23286,BLUE VINTAGE SPOT BEAKER,8,332.436,372.436,40,12.0323912,Holiday
23286,BLUE VINTAGE SPOT BEAKER,386,16424.5224,18354.5224,1930,11.7507222,Weekend
23286,BLUE VINTAGE SPOT BEAKER,2628,133716.9918,146856.9918,13140,9.826724205,Weekday
23287,RED VINTAGE SPOT BEAKER,358,14748.3492,16538.3492,1790,12.13695157,Weekend
23287,RED VINTAGE SPOT BEAKER,632,27373.1796,30533.1796,3160,11.54414667,Weekday
23287,RED VINTAGE SPOT BEAKER,9,416.7111,461.7111,45,10.79884841,Holiday
23288,GREEN VINTAGE SPOT BEAKER,284,12485.0076,13905.0076,1420,11.37364145,Weekend
23288,GREEN VINTAGE SPOT BEAKER,539,24355.903,27050.903,2695,11.06507938,Weekday
23288,GREEN VINTAGE SPOT BEAKER,1,84.2751,89.2751,5,5.932950539,Holiday
23289,DOLLY GIRL CHILDRENS BOWL,773,48088.7266,51953.7266,3865,8.037226754,Weekday
23289,DOLLY GIRL CHILDRENS BOWL,245,16211.0295,17436.0295,1225,7.556583621,Weekend
23289,DOLLY GIRL CHILDRENS BOWL,2,259.4684,269.4684,10,3.854033863,Holiday
23290,SPACEBOY CHILDRENS BOWL,1305,76323.3882,82848.3882,6525,8.549148765,Weekday
23290,SPACEBOY CHILDRENS BOWL,9,571.1625,616.1625,45,7.878668505,Holiday
23290,SPACEBOY CHILDRENS BOWL,248,16335.1453,17575.1453,1240,7.590994615,Weekend
23291,DOLLY GIRL CHILDRENS CUP,783,49386.0686,53301.0686,3915,7.92733682,Weekday
23291,DOLLY GIRL CHILDRENS CUP,1,63.4625,68.4625,5.00000000000001,7.878668505,Holiday
23291,DOLLY GIRL CHILDRENS CUP,238,17688.6713,18878.6713,1190,6.727469688,Weekend
23292,SPACE BOY CHILDRENS CUP,120,6563.916,7163.916,600,9.140884801,Weekday
23292,SPACEBOY CHILDRENS CUP,8,507.7,547.7,40.0000000000001,7.878668505,Holiday
23292,SPACEBOY CHILDRENS CUP,734,47195.4467,50865.4467,3670,7.776173882,Weekday
23292,SPACE BOY CHILDRENS CUP,11,764.3592,819.3592,55,7.195569832,Weekend
23292,SPACEBOY CHILDRENS CUP,220,16678.8897,17778.8897,1100,6.595163226,Weekend
23293,SET OF 12 FAIRY CAKE BAKING CASES,522,21501.9448,24111.9448,2610,12.13843689,Weekend
23293,SET OF 12 FAIRY CAKE BAKING CASES,1517,69359.7299,76944.7299,7585,10.93574039,Weekday
23293,SET OF 12 FAIRY CAKE BAKING CASES,20,1166.2824,1266.2824,100,8.574252685,Holiday
23294,SET OF 6 SNACK LOAF BAKING CASES,1890,72919.6984,82369.6984,9450,12.95946117,Weekday
23294,SET OF 6 SNACK LOAF BAKING CASES,365,15206.8269,17031.8269,1825,12.00118876,Weekend
23294,SET OF 6 SNACK LOAF BAKING CASES,18,906.814,996.814,90,9.924857799,Holiday
23295,SET OF 12 MINI LOAF BAKING CASES,1692,69007.7834,77467.7834,8460,12.25948666,Weekday
23295,SET OF 12 MINI LOAF BAKING CASES,606,25386.3191,28416.3191,3030,11.93556257,Weekend
23295,SET OF 12 MINI LOAF BAKING CASES,17,777.0798,862.0798,85,10.93838754,Holiday
23296,SET OF 6 TEA TIME BAKING CASES,1507,91306.7759,98841.7759,7535,8.25239959,Weekday
23296,SET OF 6 TEA TIME BAKING CASES,400,26410.2944,28410.2944,2000,7.572804641,Weekend
23296,SET OF 6 TEA TIME BAKING CASES,17,1190.5933,1275.5933,85,7.139297693,Holiday
23297,SET 40 HEART SHAPE PETIT FOUR CASES,1240,96579.1912,102779.1912,6200,6.419602321,Weekday
23297,SET 40 HEART SHAPE PETIT FOUR CASES,472,37935.3844,40295.3844,2360,6.221104748,Weekend
23297,SET 40 HEART SHAPE PETIT FOUR CASES,32,2731.856,2891.856,160,5.856824079,Holiday
23298,"BUNTING , SPOTTY",56,12711.444,12991.444,280,2.202739516,Weekend
23298,"BUNTING , SPOTTY",90,21321.075,21771.075,450,2.110587764,Weekday
23298,SPOTTY BUNTING,8,2128.892,2168.892,40,1.878911659,Holiday
23298,SPOTTY BUNTING,1198,328249.5434,334229.5434,5980,1.821784712,Weekday
23298,SPOTTY BUNTING,337,103481.6155,105166.6155,1685,1.628308557,Weekend
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",3,601.1625,616.1625,15,2.495165617,Weekday
23299,FOOD COVER WITH BEADS SET 2,200,40514.0169,41514.0169,1000,2.468281539,Weekend
23299,FOOD COVER WITH BEADS SET 2,369,75222.4147,77067.4147,1845,2.452726368,Weekday
23299,FOOD COVER WITH BEADS SET 2,2,807.1684,817.1684,10,1.238898847,Holiday
23300,GARDENERS KNEELING PAD CUP OF TEA,749,63059.6121,66804.6121,3745,5.938824987,Weekend
23300,GARDENERS KNEELING PAD CUP OF TEA,9,768.3345,813.3345,45,5.856824079,Holiday
23300,GARDENERS KNEELING PAD CUP OF TEA,1228,143394.1494,149534.1494,6140,4.281904126,Weekday
23301,GARDENERS KNEELING PAD KEEP CALM,26,2219.633,2349.633,130,5.856824079,Holiday
23301,GARDENERS KNEELING PAD KEEP CALM,828,76001.6548,80141.6548,4140,5.447249814,Weekend
23301,GARDENERS KNEELING PAD KEEP CALM,1517,157786.9903,165371.9903,7585,4.807113683,Weekday
23302,KNEELING MAT HOUSEWORK  DESIGN,28,1212.819,1352.819,140,11.54335478,Holiday
23302,KNEELING MAT HOUSEWORK  DESIGN,563,33034.7035,35849.7035,2815,8.521341807,Weekend
23302,KNEELING MAT HOUSEWORK  DESIGN,480,39703.8898,42103.8898,2400,6.044747787,Weekday
23303,SET 4 PICNIC CUTLERY FONDANT,48,4886.472,5126.472,240,4.911518985,Weekday
23303,SET 4 PICNIC CUTLERY FONDANT,17,1730.6255,1815.6255,85,4.911518985,Weekend
23304,SET 4 PICNIC CUTLERY CHERRY,42,4275.663,4485.663,210,4.911518985,Weekday
23304,SET 4 PICNIC CUTLERY CHERRY,17,1730.6255,1815.6255,85,4.911518985,Weekend
23304,SET 4 PICNIC CUTLERY CHERRY,12,1221.618,1281.618,60,4.911518985,Holiday
23305,SET 4 PICNIC CUTLERY BLUEBERRY,52,5293.678,5553.678,260,4.911518985,Weekday
23305,SET 4 PICNIC CUTLERY BLUEBERRY,18,1832.427,1922.427,90,4.911518985,Weekend
23305,SET 4 PICNIC CUTLERY BLUEBERRY,12,1221.618,1281.618,60,4.911518985,Holiday
23306,SET OF 36 DOILIES PANTRY DESIGN,12,892.998,952.998,60,6.71894002,Holiday
23306,SET OF 36 DOILIES PANTRY DESIGN,883,66064.6791,70479.6791,4415,6.682844843,Weekday
23306,SET OF 36 DOILIES PANTRY DESIGN,265,20364.4677,21689.4677,1325,6.506430806,Weekend
23306,SET OF 36 PANTRY PAPER DOILIES,17,1667.64,1752.64,85,5.097023338,Weekend
23306,SET OF 36 PANTRY PAPER DOILIES,46,5113.9089,5343.9089,230,4.497538077,Weekday
23307,SET OF 60 PANTRY DESIGN CAKE CASES,1227,27819.6615,33954.6615,6135,22.05274856,Weekend
23307,SET OF 60 PANTRY DESIGN CAKE CASES,1947,51462.2595,61197.2595,9735,18.91677531,Weekday
23307,SET OF 60 PANTRY DESIGN CAKE CASES,25,666.4265,791.4265,125,18.75675712,Holiday
23308,SET OF 60 VINTAGE LEAF CAKE CASES,809,18681.8115,22726.8115,4045,21.65207587,Weekend
23308,SET OF 60 VINTAGE LEAF CAKE CASES,1857,46276.4265,55561.4265,9285,20.06421131,Weekday
23308,SET OF 60 VINTAGE LEAF CAKE CASES,26,729.889,859.889,130,17.81092741,Holiday
23309,SET OF 60 I LOVE LONDON CAKE CASES,3284,82086.5835,98506.5835,16420,20.00326887,Weekday
23309,SET OF 60 I LOVE LONDON CAKE CASES,72,1808.892,2168.892,360,19.90168567,Holiday
23309,SET OF 60 I LOVE LONDON CAKE CASES,502,14172.942,16682.942,2510,17.70980224,Weekend
23310,BUBBLEGUM RING ASSORTED,4609,80985.6857,104030.6857,23045,28.45564596,Weekday
23310,BUBBLEGUM RING ASSORTED,180,3240.612,4140.612,900,27.77253186,Holiday
23310,BUBBLEGUM RING ASSORTED,1723,31715.9849,40330.9849,8615,27.16295908,Weekend
23311,VINTAGE CHRISTMAS STOCKING,2,269.327,279.327,10,3.712958597,Holiday
23311,VINTAGE CHRISTMAS STOCKING,261,36467.1305,37772.1305,1305,3.578565086,Weekend
23311,VINTAGE CHRISTMAS STOCKING,665,97074.9824,100399.9824,3325,3.425187332,Weekday
23312,VINTAGE CHRISTMAS GIFT SACK,151,33566.6205,34321.6205,755,2.249258307,Weekend
23312,VINTAGE CHRISTMAS GIFT SACK,10,2222.955,2272.955,50,2.249258307,Holiday
23312,VINTAGE CHRISTMAS GIFT SACK,690,158393.1592,161843.1592,3450,2.178124369,Weekday
23313,VINTAGE CHRISTMAS BUNTING,261,68863.5855,70168.5855,1305,1.895050905,Weekend
23313,VINTAGE CHRISTMAS BUNTING,7,1862.7805,1897.7805,35,1.878911659,Holiday
23313,VINTAGE CHRISTMAS BUNTING,630,178621.7714,181771.7714,3150,1.763502834,Weekday
23314,VINTAGE CHRISTMAS TABLECLOTH,262,173087.5386,174397.5386,1310,0.756842469,Weekday
23314,VINTAGE CHRISTMAS TABLECLOTH,66,44855.25,45185.25,330,0.735699834,Weekend
23314,VINTAGE CHRISTMAS TABLECLOTH,5,4080.5592,4105.5592,24.9999999999995,0.612661127,Holiday
23315,IVORY REFECTORY CLOCK,127,67680.7164,68315.7164,635,0.938228839,Weekday
23315,IVORY REFECTORY CLOCK,3,1619.8845,1634.8845,15,0.925991946,Holiday
23315,IVORY REFECTORY CLOCK,35,19052.5562,19227.5562,175,0.918511921,Weekend
23316,RED REFECTORY CLOCK,2,1079.923,1089.923,10,0.925991946,Holiday
23316,RED REFECTORY CLOCK,140,75753.443,76453.443,700,0.924050409,Weekday
23316,RED REFECTORY CLOCK,49,27708.5126,27953.5126,245,0.884204806,Weekend
23317,BLUE REFECTORY CLOCK,1,539.9615,544.9615,5,0.925991946,Holiday
23317,BLUE REFECTORY CLOCK,32,17827.0157,17987.0157,160,0.897514215,Weekend
